P96.3,Giãn khớp sọ của trẻ sơ sinh,Mã nhánh,P96,Các bệnh lý khác xuất phát từ giai đoạn chu sinh,Một số bệnh lý khởi phát trong thời kỳ chu sinh,Các bệnh lý khác khởi phát trong thời kỳ chu sinh,0.0
P96.4,"Đình chỉ thai kỳ, ảnh hưởng thai và trẻ sơ sinh",Mã nhánh,P96,Các bệnh lý khác xuất phát từ giai đoạn chu sinh,Một số bệnh lý khởi phát trong thời kỳ chu sinh,Các bệnh lý khác khởi phát trong thời kỳ chu sinh,0.0
P96.5,Biến chứng của thủ thuật trong tử cung không phân loại nơi khác,Mã nhánh,P96,Các bệnh lý khác xuất phát từ giai đoạn chu sinh,Một số bệnh lý khởi phát trong thời kỳ chu sinh,Các bệnh lý khác khởi phát trong thời kỳ chu sinh,0.0
P96.8,Các bệnh lý được định khác khởi phát trong thời kỳ chu sinh,Mã nhánh,P96,Các bệnh lý khác xuất phát từ giai đoạn chu sinh,Một số bệnh lý khởi phát trong thời kỳ chu sinh,Các bệnh lý khác khởi phát trong thời kỳ chu sinh,0.0
P96.9,"Bệnh lý khởi phát trong giai đoạn chu sinh, không đặc hiệu",Mã nhánh,P96,Các bệnh lý khác xuất phát từ giai đoạn chu sinh,Một số bệnh lý khởi phát trong thời kỳ chu sinh,Các bệnh lý khác khởi phát trong thời kỳ chu sinh,0.0
Q00,Dị tật không não và các dị tật tương tự,Mã,Q00,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật không não và các dị tật tương tự,0.0
Q00.0,Tật không có não,Mã nhánh,Q00,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật không não và các dị tật tương tự,0.0
Q00.1,Tật nứt sọ- cột sống,Mã nhánh,Q00,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật không não và các dị tật tương tự,0.0
Q00.2,Tật thoát vị não chẩm,Mã nhánh,Q00,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật không não và các dị tật tương tự,0.0
Q01,Thoát vị não,Mã,Q01,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Thoát vị não,0.0
Q01.0,Thoát vị não thuỳ trán,Mã nhánh,Q01,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Thoát vị não,0.0
Q01.1,Thoát vị não qua vùng mũi trán,Mã nhánh,Q01,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Thoát vị não,0.0
Q01.2,Thoát vị não vùng chẩm,Mã nhánh,Q01,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Thoát vị não,0.0
Q01.8,Thoát vị não ở những vị trí khác,Mã nhánh,Q01,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Thoát vị não,0.0
Q01.9,Thoát vị não không đặc hiệu,Mã nhánh,Q01,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Thoát vị não,0.0
Q02,Tật đầu nhỏ,Mã,Q02,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Tật đầu nhỏ,0.0
Q03,Não úng thuỷ bẩm sinh,Mã,Q03,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Não úng thuỷ bẩm sinh,0.0
Q03.0,Dị tật kênh Sylvius,Mã nhánh,Q03,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Não úng thuỷ bẩm sinh,0.0
Q03.1,Khuyết lỗ Magendie và Luschka,Mã nhánh,Q03,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Não úng thuỷ bẩm sinh,0.0
Q03.8,Não úng thuỷ bẩm sinh khác,Mã nhánh,Q03,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Não úng thuỷ bẩm sinh,0.0
Q03.9,"Não úng thuỷ bẩm sinh, không đặc hiệu",Mã nhánh,Q03,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Não úng thuỷ bẩm sinh,0.0
Q04,Dị tật bẩm sinh khác của não,Mã,Q04,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật bẩm sinh khác của não,0.0
Q04.0,Các dị tật bẩm sinh thể chai,Mã nhánh,Q04,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật bẩm sinh khác của não,0.0
Q04.1,Tật không khứu não,Mã nhánh,Q04,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật bẩm sinh khác của não,0.0
Q04.2,Tật toàn bộ não trước,Mã nhánh,Q04,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật bẩm sinh khác của não,0.0
Q04.3,Khuyết tật khác của não,Mã nhánh,Q04,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật bẩm sinh khác của não,0.0
Q04.4,Loạn sản vách ngăn thần kinh thị giác,Mã nhánh,Q04,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật bẩm sinh khác của não,0.0
Q04.5,Tật não to,Mã nhánh,Q04,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật bẩm sinh khác của não,0.0
Q04.6,Nang nước não bẩm sinh,Mã nhánh,Q04,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật bẩm sinh khác của não,0.0
Q04.8,Dị tật bẩm sinh đặc hiệu khác của não,Mã nhánh,Q04,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật bẩm sinh khác của não,0.0
Q04.9,"Dị tật bẩm sinh não, không đặc hiệu",Mã nhánh,Q04,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật bẩm sinh khác của não,0.0
Q05,Nứt đốt sống,Mã,Q05,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Nứt đốt sống,0.0
Q05.0,Nứt đốt sống cổ với não úng thuỷ,Mã nhánh,Q05,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Nứt đốt sống,0.0
Q05.1,Nứt đốt sống ngực với não úng thuỷ,Mã nhánh,Q05,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Nứt đốt sống,0.0
Q05.2,Nứt đốt sống thắt lưng với não úng thuỷ,Mã nhánh,Q05,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Nứt đốt sống,0.0
Q05.3,Nứt đốt cùng cụt với não úng thuỷ,Mã nhánh,Q05,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Nứt đốt sống,0.0
Q05.4,Nứt đốt sống không đặc hiệu với não úng thuỷ,Mã nhánh,Q05,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Nứt đốt sống,0.0
Q05.5,Nứt đốt sống cổ không có não úng thuỷ,Mã nhánh,Q05,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Nứt đốt sống,0.0
Q05.6,Nứt đốt sống ngực không có não úng thuỷ,Mã nhánh,Q05,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Nứt đốt sống,0.0
Q05.7,Nứt đốt sống thắt lưng không có não úng thuỷ,Mã nhánh,Q05,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Nứt đốt sống,0.0
Q05.8,Nứt đốt cùng cụt không có não úng thuỷ,Mã nhánh,Q05,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Nứt đốt sống,0.0
Q05.9,Nứt đốt sống không đặc hiệu,Mã nhánh,Q05,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Nứt đốt sống,0.0
Q06,Các dị tật bẩm sinh khác của tuỷ sống,Mã,Q06,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Các dị tật bẩm sinh khác của tuỷ sống,0.0
Q06.0,Tật không có tuỷ sống,Mã nhánh,Q06,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Các dị tật bẩm sinh khác của tuỷ sống,0.0
Q06.1,Thiểu sản và loạn sản thừng cột sống,Mã nhánh,Q06,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Các dị tật bẩm sinh khác của tuỷ sống,0.0
Q06.2,Dị tật bẩm sinh dọc tuỷ sống,Mã nhánh,Q06,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Các dị tật bẩm sinh khác của tuỷ sống,0.0
Q06.3,Các dị tật bẩm sinh khác ở vùng đuôi ngựa,Mã nhánh,Q06,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Các dị tật bẩm sinh khác của tuỷ sống,0.0
Q06.4,Ứ nước ống nội tuỷ,Mã nhánh,Q06,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Các dị tật bẩm sinh khác của tuỷ sống,0.0
Q06.8,Dị tật bẩm sinh tuỷ sống đặc hiệu khác,Mã nhánh,Q06,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Các dị tật bẩm sinh khác của tuỷ sống,0.0
Q06.9,"Dị tật bẩm sinh của thừng tuỷ sống, không đặc hiệu",Mã nhánh,Q06,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Các dị tật bẩm sinh khác của tuỷ sống,0.0
Q07,Dị tật bẩm sinh khác của hệ thần kinh,Mã,Q07,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật bẩm sinh khác của hệ thần kinh,0.0
Q07.0,Hội chứng Arnold Chiari,Mã nhánh,Q07,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật bẩm sinh khác của hệ thần kinh,0.0
Q07.8,Dị tật bẩm sinh của hệ thần kinh đặc hiệu khác,Mã nhánh,Q07,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật bẩm sinh khác của hệ thần kinh,0.0
Q07.9,"Dị tật bẩm sinh hệ thần kinh, không đặc hiệu",Mã nhánh,Q07,Dị tật bẩm sinh hệ thần kinh,"Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Dị tật bẩm sinh khác của hệ thần kinh,0.0
Q10,"Các dị tật bẩm sinh của mi mắt, ổ mắt và bộ máy bài tiết nước mắt",Mã,Q10,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể","Các dị tật bẩm sinh của mi mắt, ổ mắt và bộ máy bài tiết nước mắt",0.0
Q10.0,Sụp mi bẩm sinh,Mã nhánh,Q10,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể","Các dị tật bẩm sinh của mi mắt, ổ mắt và bộ máy bài tiết nước mắt",0.0
Q10.1,Lật mi bẩm sinh,Mã nhánh,Q10,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể","Các dị tật bẩm sinh của mi mắt, ổ mắt và bộ máy bài tiết nước mắt",0.0
Q10.2,Quặm bẩm sinh,Mã nhánh,Q10,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể","Các dị tật bẩm sinh của mi mắt, ổ mắt và bộ máy bài tiết nước mắt",0.0
Q10.3,Các dị tật mi mắt bẩm sinh khác,Mã nhánh,Q10,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể","Các dị tật bẩm sinh của mi mắt, ổ mắt và bộ máy bài tiết nước mắt",0.0
Q10.4,Không có hoặc vô sản bộ phận liên quan đến nước mắt,Mã nhánh,Q10,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể","Các dị tật bẩm sinh của mi mắt, ổ mắt và bộ máy bài tiết nước mắt",0.0
Q10.5,Hẹp hoặc chít hẹp ống dẫn lệ bẩm sinh,Mã nhánh,Q10,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể","Các dị tật bẩm sinh của mi mắt, ổ mắt và bộ máy bài tiết nước mắt",0.0
Q10.6,Các dị tật bẩm sinh khác của ống dẫn lệ,Mã nhánh,Q10,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể","Các dị tật bẩm sinh của mi mắt, ổ mắt và bộ máy bài tiết nước mắt",0.0
Q10.7,Dị tật bẩm sinh hố mắt,Mã nhánh,Q10,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể","Các dị tật bẩm sinh của mi mắt, ổ mắt và bộ máy bài tiết nước mắt",0.0
Q11,"Các dị tật không có mắt, mắt bé, mắt to",Mã,Q11,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể","Các dị tật không có mắt, mắt bé, mắt to",0.0
Q11.0,Nhãn cầu dạng túi,Mã nhánh,Q11,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể","Các dị tật không có mắt, mắt bé, mắt to",0.0
Q11.1,Các tật không có mắt khác,Mã nhánh,Q11,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể","Các dị tật không có mắt, mắt bé, mắt to",0.0
Q11.2,Dị tật mắt bé,Mã nhánh,Q11,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể","Các dị tật không có mắt, mắt bé, mắt to",0.0
Q11.3,Dị tật mắt to,Mã nhánh,Q11,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể","Các dị tật không có mắt, mắt bé, mắt to",0.0
Q12,Các dị tật bẩm sinh của thể thuỷ tinh,Mã,Q12,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Các dị tật bẩm sinh của thể thuỷ tinh,0.0
Q12.0,Đục thể thuỷ tinh bẩm sinh,Mã nhánh,Q12,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Các dị tật bẩm sinh của thể thuỷ tinh,0.0
Q12.1,Lệch thể thuỷ tinh bẩm sinh,Mã nhánh,Q12,"Các dị tật bẩm sinh ở mắt, tai, mặt và cổ","Dị tật bẩm sinh, biến dạng và bất thường về nhiễm sắc thể",Các dị tật bẩm sinh của thể thuỷ tinh,0.0
